0;0;77;60;land;false;unknown;1
1;0;77;60;land;false;unknown;1
2;55;0;187;land;false;unknown;1
3;0;51;218;land;false;unknown;1
4;0;83;187;land;false;unknown;1
5;0;38;94;land;false;desert;1
6;45;0;144;land;false;desert;1
7;255;106;87;land;false;desert;1
8;145;55;0;land;false;desert;1
9;254;254;0;land;false;desert;1
10;108;121;0;land;false;desert;1
11;193;157;0;land;false;desert;1
12;253;255;130;land;false;desert;1
13;196;182;0;land;false;desert;1
14;111;71;0;land;false;desert;1
15;21;10;0;land;false;desert;1
16;55;18;0;land;false;desert;1
17;124;154;0;land;false;desert;1
18;103;41;0;land;false;desert;1
19;255;185;117;land;false;desert;1
20;255;205;108;land;false;desert;1
21;214;72;0;land;false;desert;1
22;75;27;0;land;false;desert;1
23;68;60;0;land;false;desert;1
24;189;67;0;land;false;desert;1
25;159;121;0;land;false;desert;1
26;93;53;0;land;false;desert;1
27;255;156;83;land;false;desert;1
28;235;63;0;land;false;desert;1
29;255;40;20;land;false;desert;1
30;0;0;217;land;false;desert;1
31;151;255;246;land;false;desert;1
32;0;175;246;land;false;desert;1
33;0;60;123;land;false;desert;1
34;61;0;187;land;false;unknown;1
35;7;62;255;land;false;unknown;1
36;19;0;220;land;false;unknown;1
37;91;7;255;land;false;unknown;1
38;66;35;255;land;false;unknown;1
39;0;134;173;land;false;unknown;1
40;70;185;255;land;false;unknown;1
41;0;89;96;land;false;unknown;1
42;0;21;210;land;false;unknown;1
43;3;0;182;land;false;desert;1
44;0;119;178;land;false;desert;1
45;0;161;197;land;false;desert;1
46;0;104;187;land;false;desert;1
47;247;223;0;land;false;desert;1
48;192;255;17;land;false;desert;1
49;211;116;0;land;false;desert;1
50;145;145;0;land;false;desert;1
51;255;146;13;land;false;desert;1
52;113;35;0;land;false;desert;1
53;255;133;1;land;false;desert;1
54;255;185;156;land;false;desert;1
55;255;202;69;land;false;desert;1
56;255;137;17;land;false;desert;1
57;147;17;0;land;false;desert;1
58;159;128;0;land;false;desert;1
59;255;193;103;land;false;desert;1
60;255;228;37;land;false;desert;1
61;72;36;0;land;false;desert;1
62;255;162;49;land;false;desert;1
63;127;12;0;land;false;desert;1
64;213;198;0;land;false;desert;1
65;0;54;106;land;false;desert;1
66;12;97;255;land;false;desert;1
67;0;53;142;land;false;desert;1
68;34;0;92;land;false;desert;1
69;0;120;139;land;false;desert;1
70;0;2;130;land;false;desert;1
71;65;0;109;land;false;desert;1
72;0;15;90;land;false;unknown;1
73;83;252;255;land;false;unknown;1
74;7;124;255;land;false;unknown;1
75;0;126;212;land;false;unknown;1
76;0;52;179;land;false;unknown;1
77;12;204;255;land;false;unknown;1
78;49;255;249;land;false;unknown;1
79;154;251;255;land;false;unknown;1
80;178;229;255;land;false;unknown;1
81;46;255;229;land;false;unknown;1
82;48;255;112;land;false;desert;1
83;76;255;242;land;false;desert;1
84;68;94;255;land;false;desert;1
85;0;42;252;land;false;desert;1
86;255;221;145;land;false;desert;1
87;251;255;93;land;false;desert;1
88;163;192;0;land;false;desert;1
89;240;255;106;land;false;desert;1
90;255;177;92;land;false;desert;1
91;255;179;173;land;false;desert;1
92;111;92;0;land;false;desert;1
93;255;228;189;land;false;desert;1
94;255;194;156;land;false;desert;1
95;255;95;52;land;false;desert;1
96;94;69;0;land;false;desert;1
97;201;11;0;land;false;desert;1
98;255;223;187;land;false;desert;1
99;255;177;120;land;false;desert;1
100;255;70;20;land;false;desert;1
101;189;162;0;land;false;desert;1
102;217;198;0;land;false;desert;1
103;123;231;255;land;false;desert;1
104;55;33;255;land;false;desert;1
105;0;14;172;land;false;desert;1
106;200;169;0;land;false;desert;1
107;74;137;0;land;false;desert;1
108;42;59;0;land;false;desert;1
109;42;119;255;land;false;desert;1
110;12;0;59;land;false;desert;1
111;17;0;94;land;false;unknown;1
112;0;2;102;land;false;unknown;1
113;17;53;255;land;false;unknown;1
114;87;0;246;land;false;unknown;1
115;0;68;214;land;false;unknown;1
116;0;83;248;land;false;unknown;1
117;121;255;206;land;false;unknown;1
118;0;32;230;land;false;unknown;1
119;0;52;30;land;false;desert;1
120;128;255;219;land;false;desert;1
121;51;112;255;land;false;unknown;1
122;93;235;255;land;false;desert;1
123;58;0;244;land;false;desert;1
124;238;255;183;land;false;desert;1
125;255;201;166;land;false;desert;1
126;255;145;107;land;false;desert;1
127;255;160;135;land;false;desert;1
128;223;41;0;land;false;desert;1
129;204;109;0;land;false;desert;1
130;28;255;118;land;false;desert;1
131;0;83;199;land;false;desert;1
132;28;255;188;land;false;desert;1
133;0;162;155;land;false;desert;1
134;255;58;39;land;false;desert;1
135;161;138;0;land;false;desert;1
136;255;250;207;land;false;desert;1
137;104;25;0;land;false;desert;1
138;255;165;121;land;false;desert;1
139;10;0;191;land;false;desert;1
140;182;0;248;land;false;desert;1
141;95;0;182;land;false;desert;1
142;24;28;0;land;false;desert;1
143;0;77;28;land;false;desert;1
144;81;101;0;land;false;desert;1
145;0;232;59;land;false;desert;1
146;0;142;2;land;false;desert;1
147;0;30;146;land;false;desert;1
148;25;0;161;land;false;desert;1
149;146;216;255;land;false;unknown;1
150;171;26;255;land;false;unknown;1
151;52;137;192;land;false;unknown;1
152;72;0;205;land;false;unknown;1
153;183;123;255;land;false;unknown;1
154;0;12;39;land;false;unknown;1
155;0;106;114;land;false;unknown;1
156;122;188;255;land;false;unknown;1
157;0;76;114;land;false;unknown;1
158;0;11;247;land;false;unknown;1
159;72;255;223;land;false;desert;1
160;0;121;168;land;false;unknown;1
161;55;52;255;land;false;desert;1
162;0;14;99;land;false;desert;1
163;154;255;197;land;false;desert;1
164;0;5;180;land;false;desert;1
165;0;42;188;land;false;desert;1
166;0;8;146;land;false;desert;1
167;40;177;255;land;false;desert;1
168;0;205;221;land;false;desert;1
169;0;2;202;land;false;desert;1
170;0;98;116;land;false;desert;1
171;0;237;233;land;false;unknown;1
172;30;30;255;land;false;desert;1
173;72;0;218;land;false;desert;1
174;13;222;240;land;false;desert;1
175;17;156;255;land;false;desert;1
176;47;0;193;land;false;desert;1
177;19;0;52;land;false;desert;1
178;0;182;177;land;false;desert;1
179;47;178;0;land;false;desert;1
180;7;83;0;land;false;desert;1
181;211;249;0;land;false;desert;1
182;154;255;35;land;false;desert;1
183;206;255;145;land;false;desert;1
184;218;255;175;land;false;desert;1
185;135;227;0;land;false;desert;1
186;0;180;194;land;false;desert;1
187;139;33;255;land;false;unknown;1
188;0;8;184;land;false;unknown;1
189;149;233;255;land;false;unknown;1
190;86;0;156;land;false;unknown;1
191;71;0;171;land;false;desert;1
192;0;45;119;land;false;unknown;1
193;10;14;255;land;false;unknown;1
194;89;255;239;land;false;unknown;1
195;0;37;159;land;false;unknown;1
196;43;0;151;land;false;unknown;1
197;4;0;52;land;false;unknown;1
198;0;33;216;land;false;unknown;1
199;0;68;174;land;false;desert;1
200;0;60;52;land;false;desert;1
201;0;96;126;land;false;desert;1
202;0;31;102;land;false;desert;1
203;0;65;196;land;false;desert;1
204;70;106;255;land;false;desert;1
205;59;165;255;land;false;desert;1
206;0;0;181;land;false;desert;1
207;0;41;156;land;false;desert;1
208;70;255;239;land;false;desert;1
209;92;246;255;land;false;desert;1
210;0;86;200;land;false;desert;1
211;9;0;59;land;false;desert;1
212;72;0;228;land;false;desert;1
213;114;175;255;land;false;desert;1
214;61;138;0;land;false;desert;1
215;0;148;50;land;false;desert;1
216;79;173;0;land;false;desert;1
217;187;254;0;land;false;desert;1
218;255;244;96;land;false;desert;1
219;57;197;0;land;false;desert;1
220;255;224;154;land;false;desert;1
221;135;255;89;land;false;desert;1
222;116;134;0;land;false;desert;1
223;0;63;238;land;false;desert;1
224;0;23;104;land;false;unknown;1
225;21;0;248;land;false;unknown;1
226;40;121;255;land;false;unknown;1
227;172;180;255;land;false;unknown;1
228;0;134;193;land;false;desert;1
229;37;0;139;land;false;unknown;1
230;0;252;234;land;false;unknown;1
231;0;55;89;land;false;desert;1
232;0;13;97;land;false;desert;1
233;0;96;141;land;false;unknown;1
234;0;17;171;land;false;unknown;1
235;0;216;188;land;false;unknown;1
236;20;0;228;land;false;unknown;1
237;0;98;153;land;false;desert;1
238;87;127;255;land;false;desert;1
239;143;148;255;land;false;desert;1
240;0;46;133;land;false;desert;1
241;44;208;255;land;false;desert;1
242;25;236;255;land;false;desert;1
243;45;77;255;land;false;desert;1
244;0;174;193;land;false;desert;1
245;0;32;138;land;false;desert;1
246;0;62;77;land;false;desert;1
247;0;81;76;land;false;desert;1
248;0;58;131;land;false;desert;1
249;96;120;255;land;false;desert;1
250;40;0;64;land;false;desert;1
251;45;0;122;land;false;desert;1
252;148;81;255;land;false;desert;1
253;113;169;0;land;false;desert;1
254;103;224;0;land;false;desert;1
255;161;194;0;land;false;desert;1
256;70;186;0;land;false;desert;1
257;0;190;201;land;false;desert;1
258;0;22;177;land;false;desert;1
259;50;0;198;land;false;desert;1
260;24;255;11;land;false;desert;1
261;166;255;62;land;false;desert;1
262;5;196;255;land;false;desert;1
263;5;0;97;land;false;unknown;1
264;45;0;123;land;false;unknown;1
265;0;2;230;land;false;unknown;1
266;149;217;255;land;false;desert;1
267;0;3;107;land;false;desert;1
268;69;255;184;land;false;desert;1
269;193;255;235;land;false;desert;1
270;166;208;255;land;false;desert;1
271;153;141;255;land;false;unknown;1
272;163;164;255;land;false;unknown;1
273;67;49;255;land;false;unknown;1
274;111;155;255;land;false;unknown;1
275;81;255;215;land;false;unknown;1
276;144;213;255;land;false;desert;1
277;0;85;106;land;false;desert;1
278;12;0;45;land;false;desert;1
279;60;255;205;land;false;desert;1
280;0;148;108;land;false;desert;1
281;0;183;220;land;false;desert;1
282;173;149;255;land;false;desert;1
283;75;0;114;land;false;desert;1
284;136;255;224;land;false;desert;1
285;0;94;178;land;false;desert;1
286;60;209;255;land;false;desert;1
287;0;172;238;land;false;desert;1
288;21;0;99;land;false;desert;1
289;65;0;228;land;false;desert;1
290;3;110;0;land;false;desert;1
291;123;210;0;land;false;desert;1
292;1;255;87;land;false;desert;1
293;220;255;183;land;false;desert;1
294;0;64;120;land;false;desert;1
295;24;28;255;land;false;desert;1
296;97;90;255;land;false;desert;1
297;67;0;168;land;false;desert;1
298;148;106;255;land;false;desert;1
299;52;0;194;land;false;desert;1
300;0;76;227;land;false;unknown;1
301;0;59;168;land;false;unknown;1
302;112;0;158;land;false;unknown;1
