1;arms_factory;1832.00;9.75;1510.00;5.52;0
1;arms_factory;1781.00;9.70;1508.00;1.90;0
1;arms_factory;1848.00;10.07;1516.00;6.03;0
1;arms_factory;1771.00;9.70;1509.00;1.31;0
1;arms_factory;1781.00;9.80;1521.00;3.97;0
1;arms_factory;1794.00;9.70;1515.00;1.81;0
1;industrial_complex;1799.00;9.70;1498.00;4.47;0
1;industrial_complex;1844.00;10.05;1522.00;6.03;0
1;industrial_complex;1818.00;9.85;1549.00;2.41;0
1;industrial_complex;1822.00;9.95;1523.00;0.26;0
1;industrial_complex;1788.00;9.70;1498.00;0.36;0
1;industrial_complex;1830.00;9.70;1550.00;4.48;0
1;air_base;1813.00;9.70;1500.00;0.86;0
1;supply_node;1859.00;9.75;1525.00;4.04;0
1;supply_node;1836.00;9.70;1512.00;0.69;0
1;supply_node;1827.00;9.70;1503.00;3.28;0
1;supply_node;1807.00;9.60;1510.00;6.21;0
1;supply_node;1783.00;9.70;1495.00;2.87;0
1;supply_node;1847.00;9.85;1497.00;5.45;0
1;supply_node;1775.00;9.75;1508.00;2.10;0
1;supply_node;1825.00;9.73;1514.00;3.58;0
1;supply_node;1795.00;9.75;1508.00;1.34;0
1;supply_node;1837.00;10.00;1526.00;2.81;0
1;supply_node;1783.00;9.73;1505.00;5.76;0
1;supply_node;1802.00;9.70;1500.00;3.51;0
1;supply_node;1847.00;9.70;1506.00;4.99;0
1;supply_node;1846.00;9.73;1545.00;1.64;0
1;supply_node;1775.00;9.70;1517.00;4.23;0
1;supply_node;1825.00;10.00;1524.00;0.88;0
1;supply_node;1824.00;9.70;1493.00;3.81;0
1;supply_node;1803.00;10.57;1473.00;0.11;0
1;supply_node;1813.00;9.70;1516.00;3.05;0
1;supply_node;1847.00;10.10;1517.00;4.53;0
1;supply_node;1816.00;9.70;1501.00;2.29;0
1;supply_node;1860.00;9.70;1543.00;5.23;0
1;supply_node;1810.00;10.38;1480.00;0.42;0
1;supply_node;1786.00;9.70;1516.00;4.46;0
1;supply_node;1790.00;9.78;1500.00;5.94;0
1;supply_node;1840.00;9.85;1537.00;2.59;0
1;supply_node;1813.00;9.70;1541.00;0.35;0
1;supply_node;1836.00;9.70;1498.00;1.83;0
1;supply_node;1820.00;10.05;1551.00;4.76;0
1;supply_node;1854.00;9.93;1535.00;1.07;0
1;supply_node;1811.00;10.00;1490.00;4.00;0
1;supply_node;1770.00;9.70;1499.00;0.65;0
1;supply_node;1833.00;9.70;1546.00;3.24;0
1;supply_node;1814.00;9.82;1528.00;6.18;0
1;supply_node;1870.00;9.65;1531.00;1.37;0
1;supply_node;1825.00;10.15;1534.00;5.41;0
1;supply_node;1823.00;9.82;1543.00;2.07;0
1;supply_node;1848.00;9.70;1527.00;3.54;0
1;supply_node;1855.00;10.20;1490.00;1.30;0
1;bunker;1802.00;9.70;1503.00;1.61;0
1;bunker;1773.00;9.70;1498.00;5.73;0
1;bunker;1808.00;10.03;1490.00;0.65;0
1;bunker;1799.00;10.93;1473.00;4.78;0
1;bunker;1820.00;10.00;1531.00;0.06;0
1;bunker;1810.00;9.70;1508.00;4.18;0
1;bunker;1836.00;10.03;1524.00;0.56;0
1;bunker;1777.00;9.70;1509.00;2.12;0
1;bunker;1832.00;9.75;1509.00;6.24;0
1;bunker;1852.00;9.95;1532.00;1.17;0
1;bunker;1855.00;9.82;1543.00;5.29;0
1;bunker;1843.00;10.07;1516.00;0.57;0
1;bunker;1847.00;9.70;1500.00;3.23;0
1;bunker;1783.00;9.70;1520.00;5.89;0
1;bunker;1869.00;9.70;1532.00;3.73;0
1;bunker;1820.00;9.70;1508.00;3.84;0
1;bunker;1783.00;9.70;1496.00;1.68;0
1;bunker;1842.00;9.70;1547.00;5.80;0
1;bunker;1821.00;9.70;1510.00;0.72;0
1;bunker;1814.00;9.70;1518.00;3.74;0
1;bunker;1795.00;9.73;1510.00;0.12;0
1;bunker;1824.00;9.70;1497.00;4.25;0
1;bunker;1832.00;9.70;1505.00;4.35;0
1;bunker;1833.00;9.93;1536.00;2.19;0
1;bunker;1831.00;9.78;1544.00;4.85;0
1;bunker;1841.00;9.90;1509.00;1.23;0
1;bunker;1833.00;9.70;1502.00;2.79;0
1;bunker;1776.00;9.70;1521.00;0.63;0
1;bunker;1828.00;10.00;1528.00;3.30;0
1;bunker;1810.00;10.38;1480.00;5.96;0
1;bunker;1820.00;9.78;1543.00;2.70;0
1;bunker;1819.00;9.70;1555.00;3.90;0
1;bunker;1847.00;9.80;1534.00;1.74;0
1;bunker;1786.00;9.70;1500.00;4.41;0
1;bunker;1863.00;9.70;1524.00;5.97;0
1;bunker;1818.00;10.00;1529.00;2.35;0
1;bunker;1816.00;9.75;1541.00;0.19;0
1;bunker;1786.00;9.75;1508.00;1.39;0
1;bunker;1855.00;10.20;1490.00;4.42;0
1;anti_air_building;1834.00;9.62;1550.00;2.26;0
1;anti_air_building;1812.00;9.70;1504.00;4.92;0
1;anti_air_building;1841.00;9.70;1505.00;0.19;0
1;synthetic_refinery;1846.00;9.78;1526.00;2.86;0
1;fuel_silo;1793.00;9.70;1510.00;0.70;0
1;radar_station;1825.00;9.73;1514.00;1.82;0
1;rocket_site;1810.00;9.70;1509.00;4.93;0
1;nuclear_reactor;1840.00;9.73;1508.00;1.31;0
2;arms_factory;1751.00;10.70;1241.00;6.03;0
2;arms_factory;1748.00;11.00;1264.00;1.31;0
2;arms_factory;1738.00;14.43;1258.00;3.97;0
2;arms_factory;1747.00;11.60;1228.00;1.81;0
2;arms_factory;1747.00;10.73;1239.00;4.47;0
2;arms_factory;1750.00;10.70;1267.00;6.03;0
2;industrial_complex;1741.00;12.60;1247.00;2.41;0
2;industrial_complex;1749.00;11.70;1227.00;0.26;0
2;industrial_complex;1736.00;11.70;1232.00;0.36;0
2;industrial_complex;1736.00;14.75;1242.00;4.48;0
2;industrial_complex;1746.00;11.25;1296.00;0.86;0
2;industrial_complex;1751.00;10.65;1291.00;3.52;0
2;air_base;1753.00;10.50;1261.00;0.26;0
2;supply_node;1750.00;10.50;1257.00;3.28;0
2;supply_node;1731.00;11.00;1296.00;6.21;0
2;supply_node;1740.00;11.35;1233.00;2.87;0
2;supply_node;1758.00;11.03;1300.00;5.45;0
2;supply_node;1749.00;10.70;1245.00;2.10;0
2;supply_node;1734.00;13.62;1239.00;3.58;0
2;supply_node;1754.00;10.50;1267.00;1.34;0
2;supply_node;1742.00;13.20;1268.00;2.81;0
2;supply_node;1743.00;11.40;1293.00;5.76;0
2;supply_node;1746.00;11.78;1281.00;3.51;0
2;supply_node;1739.00;14.12;1253.00;4.99;0
2;supply_node;1766.00;10.20;1293.00;1.64;0
2;supply_node;1753.00;10.50;1289.00;4.23;0
2;supply_node;1750.00;11.65;1227.00;0.88;0
2;supply_node;1742.00;12.12;1223.00;3.81;0
2;supply_node;1757.00;10.40;1278.00;0.11;0
2;bunker;1749.00;10.70;1261.00;2.99;0
2;bunker;1737.00;14.98;1254.00;4.20;0
2;bunker;1749.00;10.70;1241.00;0.94;0
2;bunker;1756.00;10.57;1291.00;3.60;0
2;bunker;1738.00;11.55;1234.00;6.26;0
2;bunker;1730.00;14.65;1239.00;4.10;0
2;bunker;1742.00;13.12;1277.00;5.66;0
2;bunker;1740.00;12.12;1223.00;2.05;0
2;bunker;1757.00;10.40;1275.00;4.71;0
2;bunker;1752.00;10.50;1267.00;2.55;0
2;bunker;1768.00;10.30;1296.00;4.11;0
2;bunker;1758.00;11.40;1302.00;0.49;0
2;bunker;1730.00;11.00;1298.00;3.15;0
2;bunker;1752.00;11.85;1224.00;6.18;0
2;bunker;1739.00;13.23;1270.00;1.10;0
2;bunker;1738.00;11.18;1298.00;5.22;0
2;anti_air_building;1750.00;12.28;1223.00;3.06;0
2;anti_air_building;1754.00;10.50;1260.00;3.16;0
2;anti_air_building;1747.00;10.50;1252.00;1.00;0
2;synthetic_refinery;1738.00;11.35;1295.00;3.67;0
2;fuel_silo;1768.00;10.30;1296.00;0.05;0
2;radar_station;1751.00;10.50;1261.00;2.78;0
2;rocket_site;1753.00;10.65;1245.00;5.73;0
2;nuclear_reactor;1747.00;12.12;1268.00;0.65;0
3;arms_factory;1419.00;9.75;997.00;3.97;0
3;arms_factory;1404.00;9.70;1001.00;1.81;0
3;arms_factory;1433.00;10.10;1032.00;4.47;0
3;arms_factory;1409.00;9.65;1048.00;6.03;0
3;arms_factory;1437.00;9.75;1043.00;2.41;0
3;arms_factory;1443.00;9.88;1058.00;0.26;0
3;industrial_complex;1436.00;10.18;1026.00;0.36;0
3;industrial_complex;1409.00;9.60;1039.00;4.48;0
3;industrial_complex;1405.00;9.60;1034.00;0.86;0
3;industrial_complex;1414.00;10.00;1015.00;3.52;0
3;industrial_complex;1416.00;9.70;1002.00;0.26;0
3;industrial_complex;1409.00;9.90;1010.00;2.93;0
3;air_base;1404.00;9.62;1026.00;5.59;0
3;supply_node;1414.00;9.70;1097.00;2.87;0
3;supply_node;1405.00;9.70;1014.00;5.45;0
3;supply_node;1397.00;9.60;993.00;2.10;0
3;supply_node;1425.00;9.70;1075.00;3.58;0
3;supply_node;1419.00;9.75;1040.00;1.34;0
3;supply_node;1428.00;9.70;1063.00;2.81;0
3;supply_node;1453.00;9.70;1079.00;5.76;0
3;supply_node;1446.00;10.35;1030.00;3.51;0
3;supply_node;1439.00;9.90;1067.00;4.99;0
3;supply_node;1437.00;9.85;1051.00;1.64;0
3;supply_node;1440.00;10.10;1038.00;4.23;0
3;supply_node;1431.00;9.85;1040.00;0.88;0
3;supply_node;1418.00;9.70;998.00;3.81;0
3;supply_node;1414.00;9.62;1063.00;0.11;0
3;supply_node;1413.00;9.62;1052.00;3.05;0
3;supply_node;1430.00;10.15;1027.00;4.53;0
3;supply_node;1406.00;9.75;1027.00;2.29;0
3;supply_node;1432.00;9.68;1087.00;5.23;0
3;supply_node;1439.00;9.95;1019.00;0.42;0
3;supply_node;1449.00;10.03;1045.00;4.46;0
3;supply_node;1414.00;9.70;1071.00;5.94;0
3;supply_node;1420.00;9.60;1087.00;2.59;0
3;supply_node;1431.00;10.12;998.00;0.35;0
3;supply_node;1439.00;10.20;996.00;1.83;0
3;supply_node;1456.00;9.98;1059.00;4.76;0
3;supply_node;1439.00;9.70;1078.00;1.07;0
3;supply_node;1411.00;9.60;1082.00;4.00;0
3;supply_node;1452.00;10.40;1019.00;0.65;0
3;supply_node;1442.00;10.05;1007.00;3.24;0
3;supply_node;1425.00;9.95;1052.00;6.18;0
3;supply_node;1403.00;9.70;1002.00;1.37;0
3;supply_node;1409.00;9.65;1040.00;5.41;0
3;supply_node;1418.00;10.00;1026.00;2.07;0
3;supply_node;1450.00;9.73;1071.00;3.54;0
3;supply_node;1416.00;9.80;1010.00;1.30;0
3;supply_node;1447.00;9.88;1058.00;2.78;0
3;supply_node;1427.00;9.70;1013.00;5.72;0
3;naval_base;1430.00;9.50;1083.00;-0.98;12593
3;naval_base;1402.00;9.50;1027.00;-1.57;1550
3;naval_base;1397.00;9.50;1005.00;-1.70;1550
3;naval_base;1405.00;9.50;1049.00;-1.95;12593
3;naval_base;1409.00;9.50;1055.00;-1.89;12593
3;naval_base;1400.00;9.50;1019.00;-1.43;1550
3;naval_base;1427.00;9.50;1082.00;-4.39;12593
3;naval_base;1407.00;9.50;1073.00;-1.57;12593
3;naval_base;1422.00;9.55;1097.00;-3.14;12593
3;naval_base;1427.00;9.57;1080.00;-3.93;12593
3;naval_base;1393.00;9.50;994.00;-2.21;1550
3;naval_base;1409.00;9.50;1081.00;-1.57;12593
3;naval_base;1408.00;9.50;1062.00;-1.37;12593
3;naval_base;1432.00;9.50;1080.00;-1.57;12593
3;bunker;1417.00;10.00;1018.00;1.68;0
3;bunker;1432.00;9.80;1050.00;5.80;0
3;bunker;1423.00;9.82;1036.00;0.72;0
3;bunker;1418.00;9.70;999.00;3.74;0
3;bunker;1437.00;10.05;1004.00;0.12;0
3;bunker;1432.00;10.15;1027.00;4.25;0
3;bunker;1408.00;9.68;1040.00;4.35;0
3;bunker;1445.00;10.10;1005.00;2.19;0
3;bunker;1395.00;9.68;992.00;4.85;0
3;bunker;1438.00;9.70;1047.00;1.23;0
3;bunker;1437.00;9.85;1067.00;2.79;0
3;bunker;1431.00;9.90;1010.00;0.63;0
3;bunker;1408.00;9.68;1024.00;3.30;0
3;bunker;1413.00;9.57;1055.00;5.96;0
3;bunker;1446.00;9.68;1073.00;2.70;0
3;bunker;1442.00;9.85;1048.00;3.90;0
3;bunker;1408.00;9.60;1067.00;1.74;0
3;bunker;1419.00;9.70;1080.00;4.41;0
3;bunker;1438.00;10.20;1026.00;5.97;0
3;bunker;1434.00;9.60;1079.00;2.35;0
3;bunker;1453.00;9.70;1080.00;0.19;0
3;bunker;1444.00;10.05;1042.00;1.39;0
3;bunker;1423.00;9.65;1084.00;4.42;0
3;bunker;1435.00;9.85;1016.00;2.26;0
3;bunker;1432.00;9.85;1042.00;4.92;0
3;bunker;1413.00;9.60;1086.00;0.19;0
3;bunker;1425.00;9.70;1069.00;2.86;0
3;bunker;1427.00;9.95;1059.00;0.70;0
3;bunker;1451.00;10.28;1016.00;1.91;0
3;bunker;1452.00;9.80;1055.00;4.93;0
3;bunker;1412.00;10.00;1016.00;1.31;0
3;bunker;1412.00;9.60;1093.00;3.97;0
3;bunker;1446.00;9.80;1059.00;0.35;0
3;bunker;1408.00;9.70;1005.00;3.37;0
3;bunker;1415.00;10.00;1016.00;6.04;0
3;bunker;1439.00;10.25;1000.00;2.42;0
3;bunker;1436.00;9.70;1088.00;0.26;0
3;coastal_bunker;1398.00;9.50;1009.00;-1.43;0
3;coastal_bunker;1402.00;9.50;1030.00;-1.57;0
3;coastal_bunker;1407.00;9.50;1070.00;-1.57;0
3;coastal_bunker;1394.00;9.50;994.00;-2.21;0
